movieId;title;transacao_json;quantidade_itens
282;Nell (1994);"[""avaliacao_media"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";4
288;Natural Born Killers (1994);"[""avaliacao_media"", ""genero_acao"", ""genero_crime"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";6
289;Only You (1994);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
290;Once Were Warriors (1994);"[""avaliacao_alta"", ""genero_crime"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";5
292;Outbreak (1995);"[""avaliacao_media"", ""genero_acao"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";7
293;Léon: The Professional (a.k.a. The Professional) (Léon) (1994);"[""avaliacao_alta"", ""genero_acao"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";7
296;Pulp Fiction (1994);"[""avaliacao_alta"", ""genero_comedia"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";7
300;Quiz Show (1994);"[""avaliacao_media"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_alta""]";4
302;Queen Margot (Reine Margot, La) (1994);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
303;Quick and the Dead, The (1995);"[""avaliacao_baixa"", ""genero_acao"", ""genero_faroeste"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";6
305;Ready to Wear (Pret-A-Porter) (1994);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
306;Three Colors: Red (Trois couleurs: Rouge) (1994);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";4
307;Three Colors: Blue (Trois couleurs: Bleu) (1993);"[""avaliacao_media"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";4
308;Three Colors: White (Trzy kolory: Bialy) (1994);"[""avaliacao_alta"", ""genero_comedia"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";5
312;Stuart Saves His Family (1995);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
314;Secret of Roan Inish, The (1994);"[""avaliacao_media"", ""genero_drama"", ""genero_fantasia"", ""genero_infantil"", ""genero_misterio"", ""periodo_1990_1999"", ""popularidade_media""]";7
315;Specialist, The (1994);"[""avaliacao_media"", ""genero_acao"", ""genero_drama"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";6
316;Stargate (1994);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""periodo_1990_1999"", ""popularidade_alta""]";6
317;Santa Clause, The (1994);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_fantasia"", ""periodo_1990_1999"", ""popularidade_alta""]";6
318;Shawshank Redemption, The (1994);"[""avaliacao_alta"", ""genero_crime"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_alta""]";5
319;Shallow Grave (1994);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";6
322;Swimming with Sharks (1995);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";5
325;National Lampoon's Senior Trip (1995);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
327;Tank Girl (1995);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""periodo_1990_1999"", ""popularidade_media""]";6
328;Tales from the Crypt Presents: Demon Knight (1995);"[""avaliacao_media"", ""genero_suspense"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_media""]";5
329;Star Trek: Generations (1994);"[""avaliacao_media"", ""genero_aventura"", ""genero_drama"", ""genero_ficcao_cientifica"", ""periodo_1990_1999"", ""popularidade_alta""]";6
330;Tales from the Hood (1995);"[""avaliacao_media"", ""genero_acao"", ""genero_crime"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_baixa""]";6
332;Village of the Damned (1995);"[""avaliacao_baixa"", ""genero_ficcao_cientifica"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_media""]";5
333;Tommy Boy (1995);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_alta""]";4
334;Vanya on 42nd Street (1994);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
337;What's Eating Gilbert Grape (1993);"[""avaliacao_media"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_alta""]";4
338;Virtuosity (1995);"[""avaliacao_baixa"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";6
339;While You Were Sleeping (1995);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_alta""]";5
340;War, The (1994);"[""avaliacao_media"", ""genero_aventura"", ""genero_drama"", ""genero_guerra"", ""periodo_1990_1999"", ""popularidade_baixa""]";6
342;Muriel's Wedding (1994);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_media""]";4
343;Baby-Sitters Club, The (1995);"[""avaliacao_baixa"", ""genero_infantil"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
344;Ace Ventura: Pet Detective (1994);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_alta""]";4
345;Adventures of Priscilla, Queen of the Desert, The (1994);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";5
346;Backbeat (1993);"[""avaliacao_media"", ""genero_drama"", ""genero_musical"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
347;Bitter Moon (1992);"[""avaliacao_media"", ""genero_drama"", ""genero_film_noir"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_baixa""]";6
348;Bullets Over Broadway (1994);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_media""]";4
349;Clear and Present Danger (1994);"[""avaliacao_media"", ""genero_acao"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";7
350;Client, The (1994);"[""avaliacao_media"", ""genero_drama"", ""genero_misterio"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";6
351;Corrina, Corrina (1994);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";6
353;Crow, The (1994);"[""avaliacao_media"", ""genero_acao"", ""genero_crime"", ""genero_fantasia"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";7
354;Cobb (1994);"[""avaliacao_media"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
355;Flintstones, The (1994);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_fantasia"", ""genero_infantil"", ""periodo_1990_1999"", ""popularidade_media""]";6
356;Forrest Gump (1994);"[""avaliacao_alta"", ""genero_comedia"", ""genero_drama"", ""genero_guerra"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_alta""]";7
357;Four Weddings and a Funeral (1994);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_alta""]";5
358;Higher Learning (1995);"[""avaliacao_baixa"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
360;I Love Trouble (1994);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
361;It Could Happen to You (1994);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";6
362;Jungle Book, The (1994);"[""avaliacao_media"", ""genero_aventura"", ""genero_infantil"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";6
364;Lion King, The (1994);"[""avaliacao_media"", ""genero_animacao"", ""genero_aventura"", ""genero_drama"", ""genero_imax"", ""genero_infantil"", ""genero_musical"", ""periodo_1990_1999"", ""popularidade_alta""]";9
366;Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994);"[""avaliacao_baixa"", ""genero_drama"", ""genero_misterio"", ""genero_suspense"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_media""]";7
367;Mask, The (1994);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""genero_fantasia"", ""periodo_1990_1999"", ""popularidade_alta""]";7
368;Maverick (1994);"[""avaliacao_media"", ""genero_aventura"", ""genero_comedia"", ""genero_faroeste"", ""periodo_1990_1999"", ""popularidade_alta""]";6
370;Naked Gun 33 1/3: The Final Insult (1994);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_alta""]";5
371;Paper, The (1994);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";5
372;Reality Bites (1994);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";6
373;Red Rock West (1992);"[""avaliacao_media"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";4
374;Richie Rich (1994);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_infantil"", ""periodo_1990_1999"", ""popularidade_media""]";5
376;River Wild, The (1994);"[""avaliacao_media"", ""genero_acao"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";5
377;Speed (1994);"[""avaliacao_media"", ""genero_acao"", ""genero_romance"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";6
378;Speechless (1994);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
379;Timecop (1994);"[""avaliacao_baixa"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";6
380;True Lies (1994);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""genero_romance"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";8
381;When a Man Loves a Woman (1994);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";5
382;Wolf (1994);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""genero_suspense"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_media""]";7
383;Wyatt Earp (1994);"[""avaliacao_media"", ""genero_faroeste"", ""periodo_1990_1999"", ""popularidade_media""]";4
390;Faster Pussycat! Kill! Kill! (1965);"[""avaliacao_media"", ""genero_acao"", ""genero_crime"", ""genero_drama"", ""periodo_1950_1969"", ""popularidade_baixa""]";6
393;Street Fighter (1994);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_fantasia"", ""periodo_1990_1999"", ""popularidade_media""]";6
405;Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994);"[""avaliacao_baixa"", ""genero_acao"", ""genero_fantasia"", ""periodo_1990_1999"", ""popularidade_media""]";5
407;In the Mouth of Madness (1995);"[""avaliacao_media"", ""genero_suspense"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
410;Addams Family Values (1993);"[""avaliacao_media"", ""genero_comedia"", ""genero_fantasia"", ""genero_infantil"", ""periodo_1990_1999"", ""popularidade_alta""]";6
412;Age of Innocence, The (1993);"[""avaliacao_media"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";4
413;Airheads (1994);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_media""]";4
414;Air Up There, The (1994);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
415;Another Stakeout (1993);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";5
416;Bad Girls (1994);"[""avaliacao_baixa"", ""genero_faroeste"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
417;Barcelona (1994);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";5
419;Beverly Hillbillies, The (1993);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_media""]";4
420;Beverly Hills Cop III (1994);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";7
421;Black Beauty (1994);"[""avaliacao_media"", ""genero_aventura"", ""genero_drama"", ""genero_infantil"", ""periodo_1990_1999"", ""popularidade_media""]";6
422;Blink (1994);"[""avaliacao_media"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
423;Blown Away (1994);"[""avaliacao_baixa"", ""genero_acao"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";5
426;Body Snatchers (1993);"[""avaliacao_media"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_baixa""]";6
427;Boxing Helena (1993);"[""avaliacao_baixa"", ""genero_drama"", ""genero_misterio"", ""genero_romance"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";7
428;Bronx Tale, A (1993);"[""avaliacao_media"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";4
429;Cabin Boy (1994);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
431;Carlito's Way (1993);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";5
432;City Slickers II: The Legend of Curly's Gold (1994);"[""avaliacao_baixa"", ""genero_aventura"", ""genero_comedia"", ""genero_faroeste"", ""periodo_1990_1999"", ""popularidade_alta""]";6
433;Clean Slate (1994);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
434;Cliffhanger (1993);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";6
435;Coneheads (1993);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""periodo_1990_1999"", ""popularidade_alta""]";5
436;Color of Night (1994);"[""avaliacao_baixa"", ""genero_drama"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
437;Cops and Robbersons (1994);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
438;Cowboy Way, The (1994);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_baixa""]";6
440;Dave (1993);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_alta""]";5
441;Dazed and Confused (1993);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_media""]";4
442;Demolition Man (1993);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""periodo_1990_1999"", ""popularidade_alta""]";6
444;Even Cowgirls Get the Blues (1993);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
445;Fatal Instinct (1993);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_media""]";4
446;Farewell My Concubine (Ba wang bie ji) (1993);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
448;Fearless (1993);"[""avaliacao_media"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
450;With Honors (1994);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
453;For Love or Money (1993);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
454;Firm, The (1993);"[""avaliacao_media"", ""genero_drama"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";5
455;Free Willy (1993);"[""avaliacao_baixa"", ""genero_aventura"", ""genero_drama"", ""genero_infantil"", ""periodo_1990_1999"", ""popularidade_media""]";6
457;Fugitive, The (1993);"[""avaliacao_media"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";4
458;Geronimo: An American Legend (1993);"[""avaliacao_baixa"", ""genero_drama"", ""genero_faroeste"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
459;Getaway, The (1994);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_crime"", ""genero_drama"", ""genero_romance"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_baixa""]";9
464;Hard Target (1993);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_crime"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";7
466;Hot Shots! Part Deux (1993);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_guerra"", ""periodo_1990_1999"", ""popularidade_alta""]";6
468;Englishman Who Went Up a Hill But Came Down a Mountain, The (1995);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";5
469;House of the Spirits, The (1993);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
471;Hudsucker Proxy, The (1994);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_media""]";4
472;I'll Do Anything (1994);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
473;In the Army Now (1994);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_guerra"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
474;In the Line of Fire (1993);"[""avaliacao_media"", ""genero_acao"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";5
